,Main dimension,Subdimension,Sub-subdimension,Feature,Sub Field,Sample Size
1738,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (left)",13,229418
1739,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (left)",14,229418
1740,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (left)",15,229418
1741,Hearing,HearingTest,Scalars,Time to press next (left),1,229426
1742,Hearing,HearingTest,Scalars,Time to press next (left),2,229425
1743,Hearing,HearingTest,Scalars,Time to press next (left),3,229424
1744,Hearing,HearingTest,Scalars,Time to press next (left),4,229423
1745,Hearing,HearingTest,Scalars,Time to press next (left),5,229423
1746,Hearing,HearingTest,Scalars,Time to press next (left),6,229421
1747,Hearing,HearingTest,Scalars,Time to press next (left),7,229421
1748,Hearing,HearingTest,Scalars,Time to press next (left),8,229420
1749,Hearing,HearingTest,Scalars,Time to press next (left),9,229420
1750,Hearing,HearingTest,Scalars,Time to press next (left),10,229419
1751,Hearing,HearingTest,Scalars,Time to press next (left),11,229419
1752,Hearing,HearingTest,Scalars,Time to press next (left),12,229419
1753,Hearing,HearingTest,Scalars,Time to press next (left),13,229418
1754,Hearing,HearingTest,Scalars,Time to press next (left),14,229418
1755,Hearing,HearingTest,Scalars,Time to press next (left),15,229418
1756,Hearing,HearingTest,Scalars,Signal-to-noise-ratio (SNR) of triplet (right),1,229519
1757,Hearing,HearingTest,Scalars,Signal-to-noise-ratio (SNR) of triplet (right),2,229519
1758,Hearing,HearingTest,Scalars,Signal-to-noise-ratio (SNR) of triplet (right),3,229519
1759,Hearing,HearingTest,Scalars,Signal-to-noise-ratio (SNR) of triplet (right),4,229519
1760,Hearing,HearingTest,Scalars,Signal-to-noise-ratio (SNR) of triplet (right),5,229519
1761,Hearing,HearingTest,Scalars,Signal-to-noise-ratio (SNR) of triplet (right),6,229519
1762,Hearing,HearingTest,Scalars,Signal-to-noise-ratio (SNR) of triplet (right),7,229519
1763,Hearing,HearingTest,Scalars,Signal-to-noise-ratio (SNR) of triplet (right),8,229519
1764,Hearing,HearingTest,Scalars,Signal-to-noise-ratio (SNR) of triplet (right),9,229519
1765,Hearing,HearingTest,Scalars,Signal-to-noise-ratio (SNR) of triplet (right),10,229519
1766,Hearing,HearingTest,Scalars,Signal-to-noise-ratio (SNR) of triplet (right),11,229519
1767,Hearing,HearingTest,Scalars,Signal-to-noise-ratio (SNR) of triplet (right),12,229519
1768,Hearing,HearingTest,Scalars,Signal-to-noise-ratio (SNR) of triplet (right),13,229519
1769,Hearing,HearingTest,Scalars,Signal-to-noise-ratio (SNR) of triplet (right),14,229519
1770,Hearing,HearingTest,Scalars,Signal-to-noise-ratio (SNR) of triplet (right),15,229519
1771,Hearing,HearingTest,Scalars,Triplet correct (right),1,229425
1772,Hearing,HearingTest,Scalars,Triplet correct (right),2,229423
1773,Hearing,HearingTest,Scalars,Triplet correct (right),3,229423
1774,Hearing,HearingTest,Scalars,Triplet correct (right),4,229422
1775,Hearing,HearingTest,Scalars,Triplet correct (right),5,229422
1776,Hearing,HearingTest,Scalars,Triplet correct (right),6,229422
1777,Hearing,HearingTest,Scalars,Triplet correct (right),7,229420
1778,Hearing,HearingTest,Scalars,Triplet correct (right),8,229420
1779,Hearing,HearingTest,Scalars,Triplet correct (right),9,229419
1780,Hearing,HearingTest,Scalars,Triplet correct (right),10,229419
1781,Hearing,HearingTest,Scalars,Triplet correct (right),11,229418
1782,Hearing,HearingTest,Scalars,Triplet correct (right),12,229415
1783,Hearing,HearingTest,Scalars,Triplet correct (right),13,229415
1784,Hearing,HearingTest,Scalars,Triplet correct (right),14,229415
1785,Hearing,HearingTest,Scalars,Triplet correct (right),15,229415
1786,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (right)",1,229425
1787,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (right)",2,229423
1788,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (right)",3,229423
1789,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (right)",4,229422
1790,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (right)",5,229422
1791,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (right)",6,229422
1792,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (right)",7,229420
1793,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (right)",8,229420
1794,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (right)",9,229419
1795,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (right)",10,229419
1796,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (right)",11,229418
1797,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (right)",12,229415
1798,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (right)",13,229415
1799,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (right)",14,229415
1800,Hearing,HearingTest,Scalars,"Mean signal-to-noise ratio (SNR), (right)",15,229415
1801,Hearing,HearingTest,Scalars,Time to press next (right),1,229425
1802,Hearing,HearingTest,Scalars,Time to press next (right),2,229423
1803,Hearing,HearingTest,Scalars,Time to press next (right),3,229423
1804,Hearing,HearingTest,Scalars,Time to press next (right),4,229422
1805,Hearing,HearingTest,Scalars,Time to press next (right),5,229422
1806,Hearing,HearingTest,Scalars,Time to press next (right),6,229422
1807,Hearing,HearingTest,Scalars,Time to press next (right),7,229420
1808,Hearing,HearingTest,Scalars,Time to press next (right),8,229420
1809,Hearing,HearingTest,Scalars,Time to press next (right),9,229419
1810,Hearing,HearingTest,Scalars,Time to press next (right),10,229419
1811,Hearing,HearingTest,Scalars,Time to press next (right),11,229418
1812,Hearing,HearingTest,Scalars,Time to press next (right),12,229415
1813,Hearing,HearingTest,Scalars,Time to press next (right),13,229415
1814,Hearing,HearingTest,Scalars,Time to press next (right),14,229415
1815,Hearing,HearingTest,Scalars,Time to press next (right),15,229415
1816,Hearing,HearingTest,Scalars,Volume level set by participant (left),-,229519
1817,Hearing,HearingTest,Scalars,Duration of hearing test (left),-,229519
1818,Hearing,HearingTest,Scalars,Volume level set by participant (right),-,229519
1819,Hearing,HearingTest,Scalars,Duration of hearing test (right),-,229519
1820,Hearing,HearingTest,Scalars,Speech-reception-threshold (SRT) estimate (left),-,229418
1821,Hearing,HearingTest,Scalars,Speech-reception-threshold (SRT) estimate (right),-,229415
1822,Lungs,Spirometry,Scalars,Peak expiratory flow (PEF),-,425467
1823,Lungs,Spirometry,Scalars,Forced vital capacity (FVC),-,425467
1824,Lungs,Spirometry,Scalars,Forced expiratory volume in 1-second (FEV1),-,425467
1825,Arterial,BloodPressure,Scalars,Diastolic blood pressure,-,565926
1826,Arterial,BloodPressure,Scalars,Pulse rate,-,565926
1827,Arterial,BloodPressure,Scalars,Systolic blood pressure,-,565926
1828,Arterial,Carotids,Scalars,Minimum carotid IMT (intima-medial thickness) at 120 degrees ,-,48834
1829,Arterial,Carotids,Scalars,Mean carotid IMT (intima-medial thickness) at 120 degrees ,-,48834
1830,Arterial,Carotids,Scalars,Maximum carotid IMT (intima-medial thickness) at 120 degrees ,-,48834
1831,Arterial,Carotids,Scalars,Minimum carotid IMT (intima-medial thickness) at 150 degrees ,-,49055
1832,Arterial,Carotids,Scalars,Mean carotid IMT (intima-medial thickness) at 150 degrees ,-,49055
1833,Arterial,Carotids,Scalars,Maximum carotid IMT (intima-medial thickness) at 150 degrees ,-,49055
1834,Arterial,Carotids,Scalars,Minimum carotid IMT (intima-medial thickness) at 210 degrees ,-,48959
1835,Arterial,Carotids,Scalars,Mean carotid IMT (intima-medial thickness) at 210 degrees ,-,48959
1836,Arterial,Carotids,Scalars,Maximum carotid IMT (intima-medial thickness) at 210 degrees ,-,48959
1837,Arterial,Carotids,Scalars,Minimum carotid IMT (intima-medial thickness) at 240 degrees ,-,48613
1838,Arterial,Carotids,Scalars,Mean carotid IMT (intima-medial thickness) at 240 degrees ,-,48613
1839,Arterial,Carotids,Scalars,Maximum carotid IMT (intima-medial thickness) at 240 degrees ,-,48613
1840,Arterial,PWA,Scalars,Pulse rate,-,234837
1841,Arterial,PWA,Scalars,Pulse wave reflection index,-,234837
1842,Arterial,PWA,Scalars,Pulse wave peak to peak time,-,234692
1843,Arterial,PWA,Scalars,Position of the pulse wave peak,-,234837
1844,Arterial,PWA,Scalars,Position of pulse wave notch,-,234837
1845,Arterial,PWA,Scalars,Position of the shoulder on the pulse waveform,-,234837
1846,Arterial,PWA,Scalars,Absence of notch position in the pulse waveform,-,234837
1847,Arterial,PWA,Scalars,Pulse wave Arterial Stiffness index,-,233482
1848,Arterial,All,Scalars,Diastolic blood pressure,-,565926
1849,Arterial,All,Scalars,Pulse rate,-,565926
1850,Arterial,All,Scalars,Systolic blood pressure,-,565926
1851,Arterial,All,Scalars,Minimum carotid IMT (intima-medial thickness) at 120 degrees ,-,48834
1852,Arterial,All,Scalars,Mean carotid IMT (intima-medial thickness) at 120 degrees ,-,48834
1853,Arterial,All,Scalars,Maximum carotid IMT (intima-medial thickness) at 120 degrees ,-,48834
1854,Arterial,All,Scalars,Minimum carotid IMT (intima-medial thickness) at 150 degrees ,-,49055
1855,Arterial,All,Scalars,Mean carotid IMT (intima-medial thickness) at 150 degrees ,-,49055
1856,Arterial,All,Scalars,Maximum carotid IMT (intima-medial thickness) at 150 degrees ,-,49055
1857,Arterial,All,Scalars,Minimum carotid IMT (intima-medial thickness) at 210 degrees ,-,48959
1858,Arterial,All,Scalars,Mean carotid IMT (intima-medial thickness) at 210 degrees ,-,48959
1859,Arterial,All,Scalars,Maximum carotid IMT (intima-medial thickness) at 210 degrees ,-,48959
1860,Arterial,All,Scalars,Minimum carotid IMT (intima-medial thickness) at 240 degrees ,-,48613
1861,Arterial,All,Scalars,Mean carotid IMT (intima-medial thickness) at 240 degrees ,-,48613
1862,Arterial,All,Scalars,Maximum carotid IMT (intima-medial thickness) at 240 degrees ,-,48613
1863,Arterial,All,Scalars,Pulse rate,-,234837
1864,Arterial,All,Scalars,Pulse wave reflection index,-,234837
1865,Arterial,All,Scalars,Pulse wave peak to peak time,-,234692
1866,Arterial,All,Scalars,Position of the pulse wave peak,-,234837
1867,Arterial,All,Scalars,Position of pulse wave notch,-,234837
1868,Arterial,All,Scalars,Position of the shoulder on the pulse waveform,-,234837
1869,Arterial,All,Scalars,Absence of notch position in the pulse waveform,-,234837
1870,Arterial,All,Scalars,Pulse wave Arterial Stiffness index,-,233482
1871,Heart,All,Scalars,LV ejection fraction,-,40608
1872,Heart,All,Scalars,LV end diastolic volume,-,40608
1873,Heart,All,Scalars,LV end systolic volume,-,40608
1874,Heart,All,Scalars,LV stroke volume,-,40608
1875,Heart,All,Scalars,Cardiac output,-,40608
1876,Heart,All,Scalars,Cardiac index,-,40601
1877,Heart,All,Scalars,Average heart rate,-,40608
1878,Heart,All,Scalars,Body surface area,-,40601
1879,Heart,All,Scalars,Heart rate during PWA,-,43178
1880,Heart,All,Scalars,Systolic brachial blood pressure during PWA,-,42929
1881,Heart,All,Scalars,Diastolic brachial blood pressure during PWA,-,42929
1882,Heart,All,Scalars,Peripheral pulse pressure during PWA,-,42922
1883,Heart,All,Scalars,Central systolic blood pressure during PWA,-,42926
1884,Heart,All,Scalars,Central pulse pressure during PWA,-,42922
1885,Heart,All,Scalars,Number of beats in waveform average for PWA,-,43185
1886,Heart,All,Scalars,Central augmentation pressure during PWA,-,42917
1887,Heart,All,Scalars,Augmentation index for PWA,-,43180
1888,Heart,All,Scalars,Cardiac output during PWA,-,42206
1889,Heart,All,Scalars,End systolic pressure during PWA,-,42834
1890,Heart,All,Scalars,End systolic pressure index during PWA,-,42172
1891,Heart,All,Scalars,Total peripheral resistance during PWA,-,42833
1892,Heart,All,Scalars,Stroke volume during PWA,-,42212
1893,Heart,All,Scalars,Mean arterial pressure during PWA,-,42926
1894,Heart,All,Scalars,P axis,-,21846
1895,Heart,All,Scalars,P duration,-,40272
1896,Heart,All,Scalars,PP interval,-,23048
1897,Heart,All,Scalars,PQ interval,-,21813
1898,Heart,All,Scalars,QRS duration,-,42595
1899,Heart,All,Scalars,QRS num,-,23048
1900,Heart,All,Scalars,QT interval,-,23048
1901,Heart,All,Scalars,QTC interval,-,23048
1902,Heart,All,Scalars,R axis,-,23048
1903,Heart,All,Scalars,RR interval,-,23048
1904,Heart,All,Scalars,T axis,-,23048
1905,Heart,All,Scalars,Ventricular rate,-,42601
1906,Heart,MRI,Size,LV ejection fraction,-,40608
1907,Heart,MRI,Size,LV end diastolic volume,-,40608
1908,Heart,MRI,Size,LV end systolic volume,-,40608
1909,Heart,MRI,Size,LV stroke volume,-,40608
1910,Heart,MRI,Size,Cardiac output,-,40608
1911,Heart,MRI,Size,Cardiac index,-,40601
1912,Heart,MRI,Size,Average heart rate,-,40608
1913,Heart,MRI,Size,Body surface area,-,40601
1914,Heart,MRI,PWA,Heart rate during PWA,-,43178
1915,Heart,MRI,PWA,Systolic brachial blood pressure during PWA,-,42929
1916,Heart,MRI,PWA,Diastolic brachial blood pressure during PWA,-,42929
1917,Heart,MRI,PWA,Peripheral pulse pressure during PWA,-,42922
1918,Heart,MRI,PWA,Central systolic blood pressure during PWA,-,42926
1919,Heart,MRI,PWA,Central pulse pressure during PWA,-,42922
1920,Heart,MRI,PWA,Number of beats in waveform average for PWA,-,43185
1921,Heart,MRI,PWA,Central augmentation pressure during PWA,-,42917
1922,Heart,MRI,PWA,Augmentation index for PWA,-,43180
1923,Heart,MRI,PWA,Cardiac output during PWA,-,42206
1924,Heart,MRI,PWA,End systolic pressure during PWA,-,42834
1925,Heart,MRI,PWA,End systolic pressure index during PWA,-,42172
1926,Heart,MRI,PWA,Total peripheral resistance during PWA,-,42833
1927,Heart,MRI,PWA,Stroke volume during PWA,-,42212
1928,Heart,MRI,PWA,Mean arterial pressure during PWA,-,42926
1929,Heart,MRI,AllScalars,LV ejection fraction,-,40608
1930,Heart,MRI,AllScalars,LV end diastolic volume,-,40608
1931,Heart,MRI,AllScalars,LV end systolic volume,-,40608
1932,Heart,MRI,AllScalars,LV stroke volume,-,40608
1933,Heart,MRI,AllScalars,Cardiac output,-,40608
1934,Heart,MRI,AllScalars,Cardiac index,-,40601
1935,Heart,MRI,AllScalars,Average heart rate,-,40608
1936,Heart,MRI,AllScalars,Body surface area,-,40601
1937,Heart,MRI,AllScalars,Heart rate during PWA,-,43178
1938,Heart,MRI,AllScalars,Systolic brachial blood pressure during PWA,-,42929
1939,Heart,MRI,AllScalars,Diastolic brachial blood pressure during PWA,-,42929
1940,Heart,MRI,AllScalars,Peripheral pulse pressure during PWA,-,42922
1941,Heart,MRI,AllScalars,Central systolic blood pressure during PWA,-,42926
1942,Heart,MRI,AllScalars,Central pulse pressure during PWA,-,42922
1943,Heart,MRI,AllScalars,Number of beats in waveform average for PWA,-,43185
1944,Heart,MRI,AllScalars,Central augmentation pressure during PWA,-,42917
1945,Heart,MRI,AllScalars,Augmentation index for PWA,-,43180
1946,Heart,MRI,AllScalars,Cardiac output during PWA,-,42206
1947,Heart,MRI,AllScalars,End systolic pressure during PWA,-,42834
1948,Heart,MRI,AllScalars,End systolic pressure index during PWA,-,42172
1949,Heart,MRI,AllScalars,Total peripheral resistance during PWA,-,42833
1950,Heart,MRI,AllScalars,Stroke volume during PWA,-,42212
1951,Heart,MRI,AllScalars,Mean arterial pressure during PWA,-,42926
1952,Heart,ECG,Scalars,P axis,-,21846
1953,Heart,ECG,Scalars,P duration,-,40272
1954,Heart,ECG,Scalars,PP interval,-,23048
1955,Heart,ECG,Scalars,PQ interval,-,21813
1956,Heart,ECG,Scalars,QRS duration,-,42595
1957,Heart,ECG,Scalars,QRS num,-,23048
1958,Heart,ECG,Scalars,QT interval,-,23048
1959,Heart,ECG,Scalars,QTC interval,-,23048
1960,Heart,ECG,Scalars,R axis,-,23048
1961,Heart,ECG,Scalars,RR interval,-,23048
1962,Heart,ECG,Scalars,T axis,-,23048
1963,Heart,ECG,Scalars,Ventricular rate,-,42601
1964,Musculoskeletal,Scalars,Impedance,Impedance of whole body,-,561458
1965,Musculoskeletal,Scalars,Impedance,Impedance of leg (right),-,561491
1966,Musculoskeletal,Scalars,Impedance,Impedance of leg (left),-,561485
1967,Musculoskeletal,Scalars,Impedance,Impedance of arm (right),-,561453
1968,Musculoskeletal,Scalars,Impedance,Impedance of arm (left),-,561477
1969,Musculoskeletal,Scalars,Anthropometry,Waist circumference,-,570953
1970,Musculoskeletal,Scalars,Anthropometry,Weight,-,570228
1971,Musculoskeletal,Scalars,Anthropometry,Body mass index (BMI),-,569833
1972,Musculoskeletal,Scalars,Anthropometry,Hip circumference,-,570891
1973,Musculoskeletal,Scalars,Anthropometry,Standing height,-,570524
1974,Musculoskeletal,Scalars,Anthropometry,Sitting height,-,566623
1975,Musculoskeletal,Scalars,Anthropometry,Seated height,-,566623
1976,Musculoskeletal,Scalars,Anthropometry,Seating box height,-,566623
1977,Musculoskeletal,Scalars,HeelBoneDensitometry,Ankle spacing width,-,496105
1978,Musculoskeletal,Scalars,HeelBoneDensitometry,Speed of sound through heel,-,544908
1979,Musculoskeletal,Scalars,HeelBoneDensitometry,Heel Broadband ultrasound attenuation,-,544866
1980,Musculoskeletal,Scalars,HeelBoneDensitometry,Heel quantitative ultrasound index (QUI),-,544908
1981,Musculoskeletal,Scalars,HeelBoneDensitometry,Heel bone mineral density (BMD),-,544509
1982,Musculoskeletal,Scalars,HeelBoneDensitometry,Heel bone mineral density (BMD) T-score,-,544908
1983,Musculoskeletal,Scalars,HandGripStrength,Hand grip strength (left),-,569377
1984,Musculoskeletal,Scalars,HandGripStrength,Hand grip strength (right),-,569462
1985,Musculoskeletal,Scalars,AllScalars,Impedance of whole body,-,561458
1986,Musculoskeletal,Scalars,AllScalars,Impedance of leg (right),-,561491
1987,Musculoskeletal,Scalars,AllScalars,Impedance of leg (left),-,561485
1988,Musculoskeletal,Scalars,AllScalars,Impedance of arm (right),-,561453
1989,Musculoskeletal,Scalars,AllScalars,Impedance of arm (left),-,561477
1990,Musculoskeletal,Scalars,AllScalars,Waist circumference,-,570953
1991,Musculoskeletal,Scalars,AllScalars,Weight,-,570228
1992,Musculoskeletal,Scalars,AllScalars,Body mass index (BMI),-,569833
1993,Musculoskeletal,Scalars,AllScalars,Hip circumference,-,570891
1994,Musculoskeletal,Scalars,AllScalars,Standing height,-,570524
1995,Musculoskeletal,Scalars,AllScalars,Sitting height,-,566623
1996,Musculoskeletal,Scalars,AllScalars,Seated height,-,566623
1997,Musculoskeletal,Scalars,AllScalars,Seating box height,-,566623
1998,Musculoskeletal,Scalars,AllScalars,Ankle spacing width,-,496105
1999,Musculoskeletal,Scalars,AllScalars,Speed of sound through heel,-,544908
2000,Musculoskeletal,Scalars,AllScalars,Heel Broadband ultrasound attenuation,-,544866
2001,Musculoskeletal,Scalars,AllScalars,Heel quantitative ultrasound index (QUI),-,544908
2002,Musculoskeletal,Scalars,AllScalars,Heel bone mineral density (BMD),-,544509
2003,Musculoskeletal,Scalars,AllScalars,Heel bone mineral density (BMD) T-score,-,544908
2004,Musculoskeletal,Scalars,AllScalars,Hand grip strength (left),-,569377
2005,Musculoskeletal,Scalars,AllScalars,Hand grip strength (right),-,569462
2006,Biochemistry,Blood,Scalars,Albumin,-,445769
2007,Biochemistry,Blood,Scalars,Alkaline phosphatase,-,487472
2008,Biochemistry,Blood,Scalars,Alanine aminotransferase,-,487265
2009,Biochemistry,Blood,Scalars,Apolipoprotein A,-,443078
2010,Biochemistry,Blood,Scalars,Apolipoprotein B,-,484995
2011,Biochemistry,Blood,Scalars,Aspartate aminotransferase,-,485601
2012,Biochemistry,Blood,Scalars,Direct bilirubin,-,413662
2013,Biochemistry,Blood,Scalars,Urea,-,487122
2014,Biochemistry,Blood,Scalars,Calcium,-,445618
2015,Biochemistry,Blood,Scalars,Cholesterol,-,487466
2016,Biochemistry,Blood,Scalars,Creatinine,-,487200
2017,Biochemistry,Blood,Scalars,C-reactive protein,-,486405
2018,Biochemistry,Blood,Scalars,Cystatin C,-,487422
2019,Biochemistry,Blood,Scalars,Gamma glutamyltransferase,-,487205
2020,Biochemistry,Blood,Scalars,Glucose,-,445252
2021,Biochemistry,Blood,Scalars,Glycated haemoglobin (HbA1c),-,480772
2022,Biochemistry,Blood,Scalars,HDL cholesterol,-,445562
2023,Biochemistry,Blood,Scalars,IGF-1,-,484739
2024,Biochemistry,Blood,Scalars,LDL direct,-,486543
2025,Biochemistry,Blood,Scalars,Lipoprotein A,-,389862
2026,Biochemistry,Blood,Scalars,Phosphate,-,444900
2027,Biochemistry,Blood,Scalars,SHBG,-,441304
2028,Biochemistry,Blood,Scalars,Total bilirubin,-,485335
2029,Biochemistry,Blood,Scalars,Testosterone,-,441247
2030,Biochemistry,Blood,Scalars,Total protein,-,445288
2031,Biochemistry,Blood,Scalars,Triglycerides,-,487058
2032,Biochemistry,Blood,Scalars,Urate,-,486854
2033,Biochemistry,Blood,Scalars,Vitamin D,-,465388
2034,Biochemistry,Urine,Scalars,Microalbumin in urine,-,159404
2035,Biochemistry,Urine,Scalars,Creatinine (enzymatic) in urine,-,503645
2036,Biochemistry,Urine,Scalars,Potassium in urine,-,502593
2037,Biochemistry,Urine,Scalars,Sodium in urine,-,502575
2038,Biochemistry,All,Scalars,Albumin,-,445769
2039,Biochemistry,All,Scalars,Alkaline phosphatase,-,487472
2040,Biochemistry,All,Scalars,Alanine aminotransferase,-,487265
2041,Biochemistry,All,Scalars,Apolipoprotein A,-,443078
2042,Biochemistry,All,Scalars,Apolipoprotein B,-,484995
2043,Biochemistry,All,Scalars,Aspartate aminotransferase,-,485601
2044,Biochemistry,All,Scalars,Direct bilirubin,-,413662
2045,Biochemistry,All,Scalars,Urea,-,487122
2046,Biochemistry,All,Scalars,Calcium,-,445618
2047,Biochemistry,All,Scalars,Cholesterol,-,487466
2048,Biochemistry,All,Scalars,Creatinine,-,487200
2049,Biochemistry,All,Scalars,C-reactive protein,-,486405
2050,Biochemistry,All,Scalars,Cystatin C,-,487422
2051,Biochemistry,All,Scalars,Gamma glutamyltransferase,-,487205
2052,Biochemistry,All,Scalars,Glucose,-,445252
2053,Biochemistry,All,Scalars,Glycated haemoglobin (HbA1c),-,480772
2054,Biochemistry,All,Scalars,HDL cholesterol,-,445562
2055,Biochemistry,All,Scalars,IGF-1,-,484739
2056,Biochemistry,All,Scalars,LDL direct,-,486543
2057,Biochemistry,All,Scalars,Lipoprotein A,-,389862
2058,Biochemistry,All,Scalars,Phosphate,-,444900
2059,Biochemistry,All,Scalars,SHBG,-,441304
2060,Biochemistry,All,Scalars,Total bilirubin,-,485335
2061,Biochemistry,All,Scalars,Testosterone,-,441247
2062,Biochemistry,All,Scalars,Total protein,-,445288
2063,Biochemistry,All,Scalars,Triglycerides,-,487058
2064,Biochemistry,All,Scalars,Urate,-,486854
2065,Biochemistry,All,Scalars,Vitamin D,-,465388
2066,Biochemistry,All,Scalars,Microalbumin in urine,-,159404
2067,Biochemistry,All,Scalars,Creatinine (enzymatic) in urine,-,503645
2068,Biochemistry,All,Scalars,Potassium in urine,-,502593
2069,Biochemistry,All,Scalars,Sodium in urine,-,502575
2070,ImmuneSystem,BloodCount,Scalars,White blood cell (leukocyte) count,-,503444
2071,ImmuneSystem,BloodCount,Scalars,Red blood cell (erythrocyte) count,-,503448
2072,ImmuneSystem,BloodCount,Scalars,Haemoglobin concentration,-,503450
2073,ImmuneSystem,BloodCount,Scalars,Haematocrit percentage,-,503450
2074,ImmuneSystem,BloodCount,Scalars,Mean corpuscular volume,-,503448
2075,ImmuneSystem,BloodCount,Scalars,Mean corpuscular haemoglobin,-,503444
2076,ImmuneSystem,BloodCount,Scalars,Mean corpuscular haemoglobin concentration,-,503440
2077,ImmuneSystem,BloodCount,Scalars,Red blood cell (erythrocyte) distribution width,-,503448
2078,ImmuneSystem,BloodCount,Scalars,Platelet count,-,503447
2079,ImmuneSystem,BloodCount,Scalars,Platelet crit,-,497773
2080,ImmuneSystem,BloodCount,Scalars,Mean platelet (thrombocyte) volume,-,503440
2081,ImmuneSystem,BloodCount,Scalars,Platelet distribution width,-,497772
2082,ImmuneSystem,BloodCount,Scalars,Lymphocyte count,-,502542
2083,ImmuneSystem,BloodCount,Scalars,Monocyte count,-,502542
2084,ImmuneSystem,BloodCount,Scalars,Neutrophill count,-,502542
2085,ImmuneSystem,BloodCount,Scalars,Eosinophill count,-,502542
2086,ImmuneSystem,BloodCount,Scalars,Basophill count,-,502542
2087,ImmuneSystem,BloodCount,Scalars,Nucleated red blood cell count,-,496852
2088,ImmuneSystem,BloodCount,Scalars,Lymphocyte percentage,-,502549
2089,ImmuneSystem,BloodCount,Scalars,Monocyte percentage,-,502549
2090,ImmuneSystem,BloodCount,Scalars,Neutrophill percentage,-,502549
2091,ImmuneSystem,BloodCount,Scalars,Eosinophill percentage,-,502549
2092,ImmuneSystem,BloodCount,Scalars,Basophill percentage,-,502549
2093,ImmuneSystem,BloodCount,Scalars,Nucleated red blood cell percentage,-,496848
2094,ImmuneSystem,BloodCount,Scalars,Reticulocyte percentage,-,494713
2095,ImmuneSystem,BloodCount,Scalars,Reticulocyte count,-,494714
2096,ImmuneSystem,BloodCount,Scalars,Mean reticulocyte volume,-,494714
2097,ImmuneSystem,BloodCount,Scalars,Mean sphered cell volume,-,489145
2098,ImmuneSystem,BloodCount,Scalars,Immature reticulocyte fraction,-,489143
2099,ImmuneSystem,BloodCount,Scalars,High light scatter reticulocyte percentage,-,489145
2100,ImmuneSystem,BloodCount,Scalars,High light scatter reticulocyte count,-,489144
2101,PhysicalActivity,FullWeek,Scalars,acc-overall-avg_V1,-,99862
2102,PhysicalActivity,FullWeek,Scalars,acc-overall-sd_V1,-,99862
2103,PhysicalActivity,FullWeek,Scalars,acc-weekday-avg_V1,-,99862
2104,PhysicalActivity,FullWeek,Scalars,acc-weekend-avg_V1,-,99862
2105,PhysicalActivity,FullWeek,Scalars,acc-mon-avg_V1,-,99862
2106,PhysicalActivity,FullWeek,Scalars,acc-tue-avg_V1,-,99862
2107,PhysicalActivity,FullWeek,Scalars,acc-wed-avg_V1,-,99862
2108,PhysicalActivity,FullWeek,Scalars,acc-thur-avg_V1,-,99862
2109,PhysicalActivity,FullWeek,Scalars,acc-fri-avg_V1,-,99862
2110,PhysicalActivity,FullWeek,Scalars,acc-sat-avg_V1,-,99862
2111,PhysicalActivity,FullWeek,Scalars,acc-sun-avg_V1,-,99862
2112,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-0-avg_V1,-,99862
2113,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-0-avg_V1,-,99862
2114,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-0-avg_V1,-,99862
2115,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-1-avg_V1,-,99862
2116,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-1-avg_V1,-,99862
2117,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-1-avg_V1,-,99862
2118,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-2-avg_V1,-,99862
2119,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-2-avg_V1,-,99862
2120,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-2-avg_V1,-,99862
2121,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-3-avg_V1,-,99862
2122,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-3-avg_V1,-,99862
2123,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-3-avg_V1,-,99862
